Year,Track Name,Artists,Popularity,Duration (min),Spotify URL,Main Artist,Genre
2024,Messy,Lola Young,87,4.73,https://open.spotify.com/track/35ISBknsCeZQtq66xABI9g,Lola Young,Unknown
2024,Yamore,"MoBlack, Salif Keita, Benja (NL), Franc Fala, Cesária Evora",82,4.13,https://open.spotify.com/track/480j122Gpi252OIfy4SNzm,MoBlack,afro house
2024,Fui Mlk,"Nilo, Mc Paiva ZS, DJ Di Marques, Tropa da W&S, FamousKyo",80,2.9,https://open.spotify.com/track/4pOGEJRVOuaa9oyy7qTGf6,Nilo,Unknown
2024,Forever (feat. Malou & Yuna),"HUGEL, Diplo, Malou, Yuna",80,2.34,https://open.spotify.com/track/0WS1qLcXKsCGt5e3dqq30S,HUGEL,"latin house, afro house, techengue"
2024,MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1,"DJ TOPO, Mc Livinho",79,2.42,https://open.spotify.com/track/4jUZymsR3lkia9wkP0o9cX,DJ TOPO,"funk, brazilian funk"
2024,Meu Carro nao tem Porta Luva - Remastered 2024,"DJ NATAN 22, Mc Rodrigo do CN",78,2.67,https://open.spotify.com/track/0vYrfm0eUQyi6fWbYnBiDc,DJ NATAN 22,"funk, brazilian funk"
2024,Penélope Charmosa 2,"Boladin 211, Dejinha, MC Rick",78,2.86,https://open.spotify.com/track/6VH6SBNNL2RVWwImq046ce,Boladin 211,"funk, brazilian funk, funk de bh, trap funk, funk consciente"
2024,Oh Garota Eu Quero Você Só Pra Mim.,"Oruam, Zé Felipe, MC Tuto, Dj Lc da Roça, Mc Rodrigo do CN, MC K9, mc pl alves",77,2.78,https://open.spotify.com/track/0BUkQGUXgcvf3gdCWYbtnJ,Oruam,"brazilian trap, trap funk, trap"
2024,Barbie,"MC Tuto, DJ Glenner",76,3.21,https://open.spotify.com/track/6s1kzj4EbhFLXbuAGJbhbn,MC Tuto,"funk, funk consciente, brazilian funk, trap funk"
2024,Sei Que Tu Me Odeia,"Anitta, Mc Danny, HITMAKER",74,2.68,https://open.spotify.com/track/77HhVmRv7IxDqkyMxElSrK,Anitta,"brazilian pop, funk pop, funk carioca, funk, pagode baiano"
2024,Resenha do Arrocha,"J. Eskine, Alef Donk",73,5.91,https://open.spotify.com/track/0NQyryTVbjGMtWMA1eSqIn,J. Eskine,"arrocha, piseiro, seresta, forró, brega"
2024,Do Job,"MC Tuto, Grelo",73,3.22,https://open.spotify.com/track/3TnSAp3TfGMYptOqv234uK,MC Tuto,"funk, funk consciente, brazilian funk, trap funk"
2024,Mussulo (feat. Doddy),"DJ Malvado, DJ Aka-m, DODDY",70,4.27,https://open.spotify.com/track/3VSO45erUjYsPi1IFuc43Q,DJ Malvado,"kuduro, kizomba, afro house"
2024,Interestelar,Plutonio,66,3.14,https://open.spotify.com/track/12j1Mq9Of1xfONYvGzhayD,Plutonio,portuguese hip hop
2024,Amar Pela Metade,Calema,63,3.12,https://open.spotify.com/track/1UQvRmRhbX3WxSLW3NbUIU,Calema,"kizomba, zouk"
2024,Alô,"Dillaz, Plutonio",62,3.53,https://open.spotify.com/track/6vBuEFImAx36hDYiYqBtkZ,Dillaz,"portuguese hip hop, punta"
2024,Acordar,Plutonio,61,3.3,https://open.spotify.com/track/1M7pnSHpd4i5xFE2nUGq2W,Plutonio,portuguese hip hop
2024,Faz Bem,"Bluay, Julinho Ksd",60,3.06,https://open.spotify.com/track/38adAyMqsOEwCdXETWCPPa,Bluay,"portuguese hip hop, kizomba"
2024,Amar Pela Metade,Calema,60,3.12,https://open.spotify.com/track/3NhDCAOOhfGrHxuwquVgNz,Calema,"kizomba, zouk"
2024,Deja Vu,Plutonio,59,3.39,https://open.spotify.com/track/4VhSwcMCrXQgEfwls3s46o,Plutonio,portuguese hip hop
2024,País das Maravilhas,Plutonio,59,4.09,https://open.spotify.com/track/0qGRWcPOMkkt7edm4wMVRf,Plutonio,portuguese hip hop
2024,Perfume,Calema,59,3.68,https://open.spotify.com/track/6zp1J0CsOIiGLbRKFh5kGe,Calema,"kizomba, zouk"
2024,Montanha,Plutonio,58,3.15,https://open.spotify.com/track/71Aj0joTSW4wv8olaHNBvK,Plutonio,portuguese hip hop
2024,Luxemburgo,Plutonio,58,3.53,https://open.spotify.com/track/1yjYtmNf1DpfQMjBpVy5rg,Plutonio,portuguese hip hop
2024,Deixa o Clima Rolar,Badoxa,58,2.82,https://open.spotify.com/track/5Jpa5TYgS6Eqdp3395ZtjG,Badoxa,"kizomba, zouk, kuduro"
2024,Lua,Ivandro,58,3.21,https://open.spotify.com/track/5KYxsXz9RnMHED7ggDLfbv,Ivandro,"portuguese hip hop, kizomba, zouk"
2024,Bênção (with Van Zee & Bispo),"Mizzy Miles, Van Zee, Bispo",57,3.43,https://open.spotify.com/track/1hdWqiFAy5hNRxyVpDy81P,Mizzy Miles,portuguese hip hop
2024,Even,"Richie Campbell, Van Zee, FRANKIEONTHEGUITAR",57,3.13,https://open.spotify.com/track/1cTamrfYAUHnoiMf2gpq55,Richie Campbell,portuguese hip hop
2024,Contra Probabilidades,"Bispo, Julinho Ksd",56,3.38,https://open.spotify.com/track/5nYYQ85x9DwEiEpETQNlNC,Bispo,Unknown
2024,Habibi,Dillaz,56,3.41,https://open.spotify.com/track/31w82iq7jsYmPAsM8YChIy,Dillaz,"portuguese hip hop, punta"
2024,Nota 100,"Dillaz, Julinho Ksd",55,2.8,https://open.spotify.com/track/3XqGBLVhC04xNCxRXB2pvF,Dillaz,"portuguese hip hop, punta"
